age,applying position,experience,leadership experience,english proficiency,salary expectation,gender,category
43,Senior Engineer,2-5 years,1-2 years experience,Intermediate,164000,Male,mid-high level
29,Software Engineer,5-10 years,no experience,Fluent,105000,Male,mid level
20,Intern,No experience,no experience,Beginner,34000,Male,low level
21,Intern,Below 1 year,no experience,Beginner,42000,Male,low level
22,Associate Engineer,2-5 years,2-5 years experience,Fluent,80000,Male,low-mid level
55,Software Engineer,2-5 years,1-2 years experience,Intermediate,99000,Male,mid-high level
29,Associate Engineer,1-2 years,2-5 years experience,Fluent,95000,Female,mid level
22,Intern,No experience,no experience,Intermediate,35000,Male,low level
20,Intern,Below 1 year,no experience,Intermediate,32000,Male,low level
25,Junior Developer,1-2 years,1-2 years experience,Intermediate,74000,Female,low-mid level
35,Tech Lead,5-10 years,5 years+ experience,Fluent,185000,Male,mid-high level
28,Associate Engineer,1-2 years,no experience,Fluent,72000,Male,mid level
20,Intern,Below 1 year,no experience,Intermediate,42000,Male,low level
22,Trainee,Below 1 year,no experience,Beginner,44000,Female,low level
25,Junior Developer,1-2 years,1-2 years experience,Intermediate,71000,Female,low-mid level
33,Senior Engineer,2-5 years,2-5 years experience,Fluent,152000,Male,mid-high level
31,Associate Engineer,1-2 years,2-5 years experience,Fluent,79000,Male,mid level
21,Intern,No experience,no experience,Intermediate,31000,Male,low level
23,Trainee,No experience,no experience,Intermediate,38000,Male,low level
22,Junior Developer,1-2 years,1-2 years experience,Intermediate,66000,Male,low-mid level
33,Tech Lead,5-10 years,5 years+ experience,Fluent,150000,Male,mid-high level
32,Software Engineer,5-10 years,1-2 years experience,Fluent,118000,Male,mid level
20,Junior Developer,1-2 years,2-5 years experience,Intermediate,77000,Female,low level
22,Intern,No experience,no experience,Intermediate,41000,Male,low level
23,Associate Engineer,1-2 years,no experience,Intermediate,76000,Male,low-mid level
39,Software Engineer,10+ years,2-5 years experience,Fluent,94000,Male,mid-high level
29,Associate Engineer,2-5 years,no experience,Fluent,91000,Male,mid level
23,Trainee,Below 1 year,no experience,Intermediate,48000,Male,low level
18,Intern,Below 1 year,no experience,Beginner,42000,Male,low level
25,Associate Engineer,1-2 years,no experience,Fluent,99000,Male,low-mid level
46,Software Engineer,2-5 years,no experience,Fluent,90000,Male,mid-high level
32,Associate Engineer,1-2 years,2-5 years experience,Intermediate,98000,Female,mid level
23,Intern,Below 1 year,no experience,Intermediate,41000,Male,low level
18,Trainee,No experience,no experience,Beginner,33000,Female,low level
25,Associate Engineer,1-2 years,2-5 years experience,Fluent,94000,Male,low-mid level
28,Senior Engineer,5-10 years,no experience,Intermediate,175000,Male,mid-high level
29,Associate Engineer,2-5 years,2-5 years experience,Fluent,84000,Female,mid level
21,Intern,No experience,no experience,Beginner,45000,Female,low level
18,Intern,Below 1 year,no experience,Intermediate,33000,Female,low level
20,Junior Engineer,1-2 years,no experience,Intermediate,70000,Male,low-mid level
30,Software Engineer,5-10 years,1-2 years experience,Fluent,91000,Male,mid-high level
31,Associate Engineer,1-2 years,1-2 years experience,Fluent,97000,Male,mid level
21,Intern,No experience,no experience,Intermediate,45000,Male,low level
19,Intern,No experience,no experience,Beginner,42000,Male,low level
25,Junior Developer,1-2 years,1-2 years experience,Intermediate,74000,Male,low-mid level
31,Software Engineer,5-10 years,1-2 years experience,Fluent,82000,Male,mid-high level
30,Software Engineer,10+ years,no experience,Fluent,91000,Male,mid level
21,Trainee,No experience,no experience,Intermediate,41000,Male,low level
23,Intern,Below 1 year,no experience,Intermediate,41000,Male,low level
21,Junior Developer,1-2 years,1-2 years experience,Fluent,57000,Male,low-mid level
52,Tech Lead,10+ years,5 years+ experience,Fluent,195000,Male,mid-high level
32,Software Engineer,10+ years,1-2 years experience,Intermediate,93000,Female,mid level
22,Trainee,No experience,no experience,Beginner,35000,Male,low level
18,Trainee,No experience,no experience,Intermediate,33000,Male,low level
22,Junior Developer,1-2 years,2-5 years experience,Fluent,50000,Female,low-mid level
52,Senior Engineer,2-5 years,no experience,Intermediate,173000,Male,mid-high level
28,Software Engineer,10+ years,1-2 years experience,Intermediate,120000,Male,mid level
21,Trainee,No experience,no experience,Intermediate,48000,Female,low level
20,Intern,No experience,no experience,Intermediate,47000,Male,low level
24,Associate Engineer,2-5 years,no experience,Fluent,84000,Male,low-mid level
30,Software Engineer,5-10 years,1-2 years experience,Intermediate,94000,Male,mid-high level
30,Associate Engineer,1-2 years,no experience,Fluent,94000,Male,mid level
20,Intern,No experience,no experience,Beginner,36000,Female,low level
18,Trainee,Below 1 year,no experience,Beginner,39000,Male,low level
25,Junior Engineer,2-5 years,no experience,Fluent,79000,Male,low-mid level
35,Tech Lead,5-10 years,5 years+ experience,Fluent,210000,Male,mid-high level
29,Software Engineer,10+ years,no experience,Fluent,95000,Male,mid level
21,Intern,Below 1 year,no experience,Beginner,32000,Female,low level
22,Trainee,Below 1 year,no experience,Beginner,45000,Female,low level
23,Junior Developer,1-2 years,1-2 years experience,Intermediate,50000,Female,low-mid level
35,Tech Lead,10+ years,5 years+ experience,Fluent,190000,Male,mid-high level
34,Software Engineer,10+ years,2-5 years experience,Fluent,110000,Male,mid level
21,Intern,No experience,no experience,Intermediate,32000,Male,low level
19,Intern,Below 1 year,no experience,Intermediate,33000,Male,low level
25,Junior Developer,1-2 years,1-2 years experience,Fluent,58000,Male,low-mid level
46,Software Engineer,2-5 years,1-2 years experience,Fluent,95000,Male,mid-high level
28,Associate Engineer,2-5 years,no experience,Fluent,92000,Female,mid level
23,Junior Developer,1-2 years,2-5 years experience,Intermediate,51000,Male,low level
22,Intern,Below 1 year,no experience,Beginner,44000,Female,low level
20,Junior Developer,1-2 years,1-2 years experience,Fluent,63000,Male,low-mid level
29,Tech Lead,10+ years,5 years+ experience,Fluent,236000,Male,mid-high level
33,Software Engineer,10+ years,1-2 years experience,Intermediate,108000,Female,mid level
21,Intern,No experience,no experience,Intermediate,44000,Male,low level
18,Intern,Below 1 year,no experience,Beginner,45000,Male,low level
22,Junior Engineer,2-5 years,no experience,Fluent,77000,Male,low-mid level
48,Senior Engineer,5-10 years,1-2 years experience,Intermediate,168000,Male,mid-high level
30,Software Engineer,10+ years,1-2 years experience,Intermediate,104000,Male,mid level
20,Intern,Below 1 year,no experience,Intermediate,30000,Male,low level
18,Intern,Below 1 year,no experience,Beginner,42000,Male,low level
22,Junior Engineer,1-2 years,1-2 years experience,Intermediate,51000,Male,low-mid level
38,Senior Engineer,5-10 years,no experience,Intermediate,121000,Male,mid-high level
32,Software Engineer,5-10 years,1-2 years experience,Fluent,85000,Male,mid level
20,Intern,Below 1 year,no experience,Intermediate,37000,Male,low level
22,Intern,Below 1 year,no experience,Intermediate,50000,Male,low level
20,Junior Engineer,1-2 years,1-2 years experience,Intermediate,76000,Male,low-mid level
28,Senior Engineer,2-5 years,2-5 years experience,Intermediate,149000,Female,mid-high level
32,Software Engineer,10+ years,1-2 years experience,Intermediate,96000,Female,mid level
23,Intern,No experience,no experience,Beginner,30000,Male,low level
19,Intern,Below 1 year,no experience,Beginner,48000,Female,low level
21,Associate Engineer,1-2 years,2-5 years experience,Fluent,86000,Male,low-mid level
43,Tech Lead,5-10 years,5 years+ experience,Fluent,207000,Male,mid-high level
31,Associate Engineer,1-2 years,1-2 years experience,Fluent,79000,Male,mid level
18,Intern,Below 1 year,no experience,Beginner,50000,Male,low level
18,Intern,No experience,no experience,Beginner,43000,Male,low level
21,Junior Developer,1-2 years,no experience,Fluent,62000,Male,low-mid level
30,Senior Engineer,10+ years,2-5 years experience,Fluent,137000,Male,mid-high level
35,Software Engineer,10+ years,2-5 years experience,Fluent,86000,Male,mid level
18,Junior Developer,1-2 years,2-5 years experience,Intermediate,63000,Female,low level
21,Intern,No experience,no experience,Beginner,41000,Female,low level
22,Junior Developer,1-2 years,2-5 years experience,Intermediate,72000,Female,low-mid level
50,Senior Engineer,10+ years,1-2 years experience,Intermediate,159000,Male,mid-high level
30,Software Engineer,10+ years,1-2 years experience,Intermediate,119000,Female,mid level
18,Trainee,No experience,no experience,Beginner,43000,Female,low level
21,Intern,No experience,no experience,Intermediate,40000,Male,low level
27,Associate Engineer,2-5 years,no experience,Fluent,81000,Male,low-mid level
32,Software Engineer,10+ years,no experience,Fluent,88000,Male,mid-high level
29,Software Engineer,10+ years,no experience,Fluent,117000,Male,mid level
23,Intern,No experience,no experience,Intermediate,34000,Female,low level
22,Intern,No experience,no experience,Beginner,44000,Male,low level
27,Associate Engineer,2-5 years,no experience,Fluent,85000,Male,low-mid level
29,Senior Engineer,5-10 years,1-2 years experience,Intermediate,125000,Male,mid-high level
29,Associate Engineer,2-5 years,2-5 years experience,Fluent,78000,Male,mid level
53,Architect,5-10 years,5 years+ experience,Fluent,351000,Male,high level
22,Intern,No experience,no experience,Beginner,38000,Male,low level
23,Junior Engineer,1-2 years,1-2 years experience,Fluent,55000,Male,low-mid level
51,Senior Engineer,10+ years,2-5 years experience,Fluent,127000,Male,mid-high level
31,Associate Engineer,2-5 years,2-5 years experience,Intermediate,76000,Male,mid level
31,Architect,10+ years,5 years+ experience,Fluent,357000,Male,high level
18,Trainee,No experience,no experience,Intermediate,46000,Male,low level
20,Associate Engineer,2-5 years,2-5 years experience,Fluent,100000,Male,low-mid level
37,Software Engineer,5-10 years,1-2 years experience,Intermediate,85000,Female,mid-high level
30,Software Engineer,5-10 years,2-5 years experience,Fluent,98000,Male,mid level
40,Senior Engineer,2-5 years,1-2 years experience,Intermediate,132000,Male,high level
21,Intern,Below 1 year,no experience,Beginner,42000,Male,low level
24,Junior Developer,1-2 years,2-5 years experience,Fluent,76000,Male,low-mid level
37,Senior Engineer,10+ years,no experience,Fluent,173000,Male,mid-high level
28,Associate Engineer,2-5 years,1-2 years experience,Intermediate,91000,Female,mid level
44,Principal Engineer,10+ years,5 years+ experience,Fluent,286000,Male,high level
20,Trainee,No experience,no experience,Beginner,39000,Male,low level
21,Junior Engineer,1-2 years,2-5 years experience,Fluent,75000,Male,low-mid level
48,Senior Engineer,10+ years,1-2 years experience,Fluent,164000,Male,mid-high level
32,Software Engineer,10+ years,2-5 years experience,Fluent,99000,Male,mid level
32,Tech Lead,10+ years,5 years+ experience,Fluent,195000,Male,high level
21,Intern,Below 1 year,no experience,Beginner,46000,Female,low level
20,Junior Engineer,1-2 years,2-5 years experience,Intermediate,80000,Male,low-mid level
41,Senior Engineer,10+ years,2-5 years experience,Intermediate,147000,Male,mid-high level
34,Associate Engineer,2-5 years,2-5 years experience,Intermediate,99000,Female,mid level
54,Senior Engineer,10+ years,2-5 years experience,Intermediate,128000,Male,high level
23,Intern,Below 1 year,no experience,Beginner,35000,Male,low level
25,Junior Developer,1-2 years,1-2 years experience,Fluent,58000,Male,low-mid level
29,Software Engineer,2-5 years,no experience,Intermediate,81000,Male,mid-high level
30,Software Engineer,2-5 years,1-2 years experience,Fluent,103000,Male,mid level
40,Senior Engineer,2-5 years,2-5 years experience,Fluent,141000,Male,high level
22,Intern,Below 1 year,no experience,Beginner,35000,Male,low level
26,Junior Engineer,1-2 years,2-5 years experience,Fluent,79000,Male,low-mid level
39,Tech Lead,5-10 years,5 years+ experience,Fluent,199000,Male,mid-high level
35,Software Engineer,5-10 years,1-2 years experience,Fluent,91000,Male,mid level
34,Architect,10+ years,5 years+ experience,Fluent,266000,Male,high level
22,Intern,Below 1 year,no experience,Beginner,41000,Male,low level
22,Junior Engineer,1-2 years,2-5 years experience,Intermediate,76000,Male,low-mid level
36,Senior Engineer,5-10 years,2-5 years experience,Fluent,164000,Male,mid-high level
32,Software Engineer,2-5 years,no experience,Fluent,103000,Male,mid level
45,Tech Lead,5-10 years,5 years+ experience,Fluent,245000,Male,high level
23,Trainee,Below 1 year,no experience,Intermediate,47000,Male,low level
20,Junior Engineer,2-5 years,2-5 years experience,Fluent,58000,Male,low-mid level
30,Senior Engineer,10+ years,1-2 years experience,Fluent,178000,Male,mid-high level
28,Software Engineer,5-10 years,1-2 years experience,Intermediate,116000,Male,mid level
34,Senior Engineer,5-10 years,1-2 years experience,Fluent,136000,Male,high level
18,Intern,Below 1 year,no experience,Intermediate,30000,Male,low level
23,Junior Developer,1-2 years,no experience,Intermediate,78000,Male,low-mid level
36,Software Engineer,10+ years,1-2 years experience,Fluent,118000,Female,mid-high level
33,Software Engineer,2-5 years,2-5 years experience,Intermediate,111000,Female,mid level
35,Principal Engineer,5-10 years,5 years+ experience,Fluent,206000,Male,high level
22,Intern,Below 1 year,no experience,Beginner,50000,Male,low level
22,Junior Developer,1-2 years,1-2 years experience,Fluent,52000,Male,low-mid level
37,Tech Lead,5-10 years,5 years+ experience,Fluent,221000,Male,mid-high level
28,Associate Engineer,2-5 years,1-2 years experience,Fluent,97000,Male,mid level
48,Principal Engineer,10+ years,5 years+ experience,Fluent,230000,Male,high level
22,Intern,No experience,no experience,Intermediate,48000,Male,low level
23,Associate Engineer,1-2 years,2-5 years experience,Intermediate,83000,Male,low-mid level
30,Software Engineer,5-10 years,1-2 years experience,Intermediate,99000,Male,mid-high level
31,Software Engineer,2-5 years,no experience,Fluent,110000,Female,mid level
40,Architect,10+ years,5 years+ experience,Fluent,312000,Male,high level
21,Intern,Below 1 year,no experience,Beginner,48000,Male,low level
20,Junior Developer,1-2 years,2-5 years experience,Fluent,73000,Male,low-mid level
43,Software Engineer,2-5 years,2-5 years experience,Fluent,103000,Male,mid-high level
28,Associate Engineer,1-2 years,2-5 years experience,Intermediate,79000,Female,mid level
46,Senior Engineer,5-10 years,no experience,Intermediate,172000,Male,high level
18,Trainee,Below 1 year,no experience,Intermediate,38000,Male,low level
20,Junior Developer,1-2 years,2-5 years experience,Fluent,52000,Male,low-mid level
28,Software Engineer,5-10 years,2-5 years experience,Fluent,84000,Male,mid-high level
32,Associate Engineer,1-2 years,no experience,Fluent,94000,Male,mid level
38,Architect,10+ years,5 years+ experience,Fluent,361000,Male,high level
22,Intern,Below 1 year,no experience,Intermediate,33000,Male,low level
20,Junior Developer,1-2 years,1-2 years experience,Intermediate,76000,Male,low-mid level
40,Software Engineer,10+ years,2-5 years experience,Fluent,92000,Male,mid-high level
30,Software Engineer,2-5 years,no experience,Fluent,117000,Female,mid level
40,Tech Lead,5-10 years,5 years+ experience,Fluent,171000,Male,high level
18,Intern,No experience,no experience,Intermediate,32000,Female,low level
24,Junior Developer,1-2 years,2-5 years experience,Fluent,53000,Male,low-mid level
34,Software Engineer,5-10 years,2-5 years experience,Fluent,111000,Male,mid-high level
28,Associate Engineer,2-5 years,no experience,Fluent,75000,Female,mid level
40,Senior Engineer,10+ years,1-2 years experience,Intermediate,143000,Male,high level
20,Trainee,No experience,no experience,Beginner,35000,Female,low level
27,Junior Engineer,2-5 years,2-5 years experience,Intermediate,77000,Male,low-mid level
35,Software Engineer,5-10 years,no experience,Fluent,118000,Male,mid-high level
28,Software Engineer,10+ years,2-5 years experience,Fluent,109000,Male,mid level
55,Tech Lead,10+ years,5 years+ experience,Fluent,182000,Female,high level
23,Intern,No experience,no experience,Beginner,34000,Male,low level
25,Junior Developer,1-2 years,no experience,Intermediate,54000,Male,low-mid level
32,Senior Engineer,5-10 years,2-5 years experience,Fluent,169000,Female,mid-high level
34,Software Engineer,2-5 years,no experience,Fluent,97000,Male,mid level
31,Tech Lead,5-10 years,5 years+ experience,Fluent,174000,Male,high level
19,Intern,No experience,no experience,Beginner,36000,Male,low level
26,Junior Engineer,2-5 years,1-2 years experience,Intermediate,75000,Male,low-mid level
40,Software Engineer,5-10 years,1-2 years experience,Intermediate,107000,Male,mid-high level
32,Software Engineer,5-10 years,1-2 years experience,Fluent,92000,Male,mid level
50,Senior Engineer,2-5 years,no experience,Intermediate,130000,Male,high level
21,Intern,Below 1 year,no experience,Intermediate,41000,Male,low level
22,Junior Developer,1-2 years,2-5 years experience,Intermediate,52000,Male,low-mid level
31,Tech Lead,10+ years,5 years+ experience,Fluent,153000,Male,mid-high level
29,Software Engineer,10+ years,1-2 years experience,Fluent,98000,Female,mid level
40,Principal Engineer,10+ years,5 years+ experience,Fluent,290000,Female,high level
23,Trainee,Below 1 year,no experience,Beginner,32000,Female,low level
25,Junior Developer,1-2 years,2-5 years experience,Fluent,62000,Female,low-mid level
30,Software Engineer,5-10 years,1-2 years experience,Intermediate,87000,Male,mid-high level
30,Associate Engineer,1-2 years,no experience,Fluent,71000,Male,mid level
39,Senior Engineer,2-5 years,no experience,Fluent,149000,Male,high level
20,Trainee,No experience,no experience,Intermediate,37000,Female,low level
21,Junior Engineer,2-5 years,no experience,Fluent,58000,Male,low-mid level
54,Senior Engineer,10+ years,no experience,Fluent,162000,Female,mid-high level
31,Software Engineer,10+ years,2-5 years experience,Fluent,86000,Male,mid level
44,Senior Engineer,2-5 years,2-5 years experience,Fluent,143000,Male,high level
18,Intern,No experience,no experience,Beginner,47000,Male,low level
26,Associate Engineer,2-5 years,2-5 years experience,Fluent,77000,Male,low-mid level
53,Tech Lead,10+ years,5 years+ experience,Fluent,177000,Male,mid-high level
28,Software Engineer,10+ years,1-2 years experience,Intermediate,99000,Female,mid level
30,Senior Engineer,5-10 years,1-2 years experience,Intermediate,128000,Male,high level
18,Intern,Below 1 year,no experience,Beginner,50000,Female,low level
27,Junior Engineer,2-5 years,1-2 years experience,Intermediate,71000,Male,low-mid level
30,Tech Lead,5-10 years,5 years+ experience,Fluent,203000,Male,mid-high level
32,Software Engineer,5-10 years,no experience,Fluent,90000,Male,mid level
30,Tech Lead,5-10 years,5 years+ experience,Fluent,178000,Male,high level
19,Intern,Below 1 year,no experience,Intermediate,38000,Male,low level
21,Associate Engineer,2-5 years,2-5 years experience,Fluent,89000,Female,low-mid level
42,Tech Lead,10+ years,5 years+ experience,Fluent,188000,Female,mid-high level
28,Associate Engineer,2-5 years,1-2 years experience,Intermediate,88000,Male,mid level
53,Senior Engineer,2-5 years,2-5 years experience,Fluent,143000,Male,high level
19,Intern,No experience,no experience,Intermediate,35000,Male,low level
23,Associate Engineer,1-2 years,2-5 years experience,Intermediate,95000,Male,low-mid level
36,Tech Lead,5-10 years,5 years+ experience,Fluent,177000,Male,mid-high level
28,Associate Engineer,2-5 years,no experience,Fluent,76000,Male,mid level
51,Senior Engineer,5-10 years,2-5 years experience,Intermediate,150000,Male,high level
21,Junior Developer,1-2 years,1-2 years experience,Fluent,73000,Male,low level
23,Associate Engineer,1-2 years,no experience,Intermediate,87000,Male,low-mid level
43,Senior Engineer,5-10 years,1-2 years experience,Fluent,150000,Male,mid-high level
33,Software Engineer,2-5 years,no experience,Fluent,116000,Female,mid level
33,Tech Lead,5-10 years,5 years+ experience,Fluent,208000,Male,high level
18,Trainee,Below 1 year,no experience,Beginner,40000,Male,low level
25,Junior Engineer,1-2 years,1-2 years experience,Fluent,76000,Female,low-mid level
30,Software Engineer,10+ years,1-2 years experience,Intermediate,85000,Male,mid-high level
29,Software Engineer,2-5 years,no experience,Intermediate,105000,Male,mid level
43,Tech Lead,10+ years,5 years+ experience,Fluent,220000,Male,high level
23,Intern,Below 1 year,no experience,Intermediate,33000,Male,low level
24,Associate Engineer,2-5 years,2-5 years experience,Intermediate,96000,Male,low-mid level
28,Tech Lead,5-10 years,5 years+ experience,Fluent,215000,Male,mid-high level
32,Software Engineer,5-10 years,2-5 years experience,Intermediate,107000,Female,mid level
44,Tech Lead,10+ years,5 years+ experience,Fluent,166000,Male,high level
20,Intern,No experience,no experience,Intermediate,37000,Male,low level
27,Junior Engineer,1-2 years,no experience,Fluent,76000,Female,low-mid level
28,Senior Engineer,5-10 years,1-2 years experience,Fluent,143000,Male,mid-high level
28,Software Engineer,5-10 years,no experience,Fluent,96000,Male,mid level
36,Tech Lead,5-10 years,5 years+ experience,Fluent,223000,Male,high level
20,Intern,No experience,no experience,Beginner,48000,Male,low level
23,Junior Developer,1-2 years,2-5 years experience,Fluent,75000,Male,low-mid level
48,Tech Lead,5-10 years,5 years+ experience,Fluent,192000,Male,mid-high level
30,Associate Engineer,2-5 years,1-2 years experience,Fluent,77000,Female,mid level
45,Senior Engineer,10+ years,2-5 years experience,Intermediate,132000,Male,high level
21,Intern,No experience,no experience,Intermediate,43000,Male,low level
26,Junior Engineer,1-2 years,1-2 years experience,Fluent,58000,Male,low-mid level
44,Software Engineer,2-5 years,no experience,Intermediate,92000,Male,mid-high level
29,Software Engineer,5-10 years,no experience,Intermediate,95000,Female,mid level
38,Senior Engineer,10+ years,1-2 years experience,Fluent,129000,Male,high level
19,Intern,Below 1 year,no experience,Intermediate,30000,Male,low level
24,Junior Engineer,1-2 years,2-5 years experience,Intermediate,68000,Female,low-mid level
55,Tech Lead,5-10 years,5 years+ experience,Fluent,213000,Male,mid-high level
32,Associate Engineer,1-2 years,1-2 years experience,Intermediate,85000,Male,mid level
37,Senior Engineer,2-5 years,no experience,Intermediate,156000,Male,high level
22,Intern,No experience,no experience,Intermediate,33000,Male,low level
20,Junior Developer,1-2 years,1-2 years experience,Intermediate,75000,Female,low-mid level
55,Tech Lead,5-10 years,5 years+ experience,Fluent,196000,Male,mid-high level
30,Software Engineer,2-5 years,2-5 years experience,Fluent,108000,Male,mid level
33,Architect,10+ years,5 years+ experience,Fluent,383000,Male,high level
22,Trainee,Below 1 year,no experience,Intermediate,32000,Male,low level
24,Junior Engineer,1-2 years,1-2 years experience,Fluent,50000,Male,low-mid level
37,Tech Lead,5-10 years,5 years+ experience,Fluent,214000,Male,mid-high level
30,Software Engineer,2-5 years,2-5 years experience,Fluent,112000,Male,mid level
46,Senior Engineer,10+ years,1-2 years experience,Intermediate,155000,Male,high level
21,Trainee,No experience,no experience,Beginner,39000,Female,low level
25,Junior Developer,1-2 years,2-5 years experience,Intermediate,70000,Male,low-mid level
31,Senior Engineer,10+ years,1-2 years experience,Fluent,127000,Male,mid-high level
31,Software Engineer,10+ years,2-5 years experience,Fluent,89000,Male,mid level
32,Senior Engineer,2-5 years,no experience,Fluent,120000,Male,high level
19,Intern,No experience,no experience,Intermediate,44000,Male,low level
24,Junior Engineer,2-5 years,no experience,Intermediate,55000,Female,low-mid level
38,Senior Engineer,5-10 years,no experience,Fluent,151000,Male,mid-high level
30,Software Engineer,2-5 years,no experience,Fluent,95000,Male,mid level
39,Tech Lead,10+ years,5 years+ experience,Fluent,212000,Male,high level
21,Trainee,No experience,no experience,Intermediate,34000,Female,low level
28,Junior Developer,1-2 years,2-5 years experience,Fluent,65000,Male,low-mid level
30,Software Engineer,5-10 years,1-2 years experience,Fluent,105000,Male,mid-high level
30,Associate Engineer,1-2 years,2-5 years experience,Intermediate,87000,Male,mid level
51,Tech Lead,10+ years,5 years+ experience,Fluent,210000,Male,high level
22,Intern,No experience,no experience,Beginner,44000,Male,low level
26,Associate Engineer,1-2 years,1-2 years experience,Fluent,70000,Male,low-mid level
34,Senior Engineer,5-10 years,1-2 years experience,Fluent,172000,Male,mid-high level
31,Software Engineer,10+ years,no experience,Fluent,103000,Male,mid level
31,Architect,5-10 years,5 years+ experience,Fluent,392000,Male,high level
20,Intern,Below 1 year,no experience,Intermediate,43000,Male,low level
23,Junior Engineer,1-2 years,2-5 years experience,Fluent,50000,Female,low-mid level
45,Senior Engineer,5-10 years,no experience,Fluent,169000,Male,mid-high level
31,Associate Engineer,2-5 years,2-5 years experience,Intermediate,74000,Male,mid level
41,Senior Engineer,10+ years,1-2 years experience,Fluent,164000,Male,high level
18,Trainee,No experience,no experience,Beginner,39000,Male,low level
24,Associate Engineer,2-5 years,1-2 years experience,Intermediate,81000,Male,low-mid level
42,Senior Engineer,10+ years,1-2 years experience,Intermediate,124000,Male,mid-high level
30,Associate Engineer,2-5 years,1-2 years experience,Intermediate,85000,Female,mid level
43,Senior Engineer,10+ years,2-5 years experience,Intermediate,158000,Male,high level
20,Intern,No experience,no experience,Beginner,41000,Male,low level
23,Junior Developer,1-2 years,1-2 years experience,Intermediate,64000,Male,low-mid level
42,Senior Engineer,2-5 years,1-2 years experience,Fluent,140000,Male,mid-high level
31,Associate Engineer,2-5 years,2-5 years experience,Intermediate,89000,Male,mid level
37,Senior Engineer,2-5 years,2-5 years experience,Intermediate,159000,Male,high level
19,Intern,No experience,no experience,Beginner,33000,Male,low level
25,Junior Developer,1-2 years,2-5 years experience,Fluent,54000,Male,low-mid level
39,Software Engineer,2-5 years,1-2 years experience,Fluent,81000,Male,mid-high level
35,Software Engineer,2-5 years,no experience,Intermediate,95000,Male,mid level
48,Architect,10+ years,5 years+ experience,Fluent,359000,Female,high level
21,Intern,Below 1 year,no experience,Beginner,47000,Male,low level
25,Junior Engineer,1-2 years,1-2 years experience,Intermediate,55000,Male,low-mid level
39,Senior Engineer,2-5 years,2-5 years experience,Intermediate,151000,Male,mid-high level
30,Associate Engineer,2-5 years,2-5 years experience,Fluent,89000,Male,mid level
40,Senior Engineer,5-10 years,1-2 years experience,Intermediate,145000,Male,high level
19,Intern,Below 1 year,no experience,Intermediate,47000,Male,low level
24,Junior Developer,1-2 years,2-5 years experience,Fluent,62000,Female,low-mid level
32,Senior Engineer,2-5 years,1-2 years experience,Intermediate,174000,Male,mid-high level
32,Software Engineer,5-10 years,1-2 years experience,Fluent,113000,Male,mid level
50,Architect,5-10 years,5 years+ experience,Fluent,355000,Male,high level
20,Intern,Below 1 year,no experience,Beginner,31000,Male,low level
25,Junior Developer,1-2 years,no experience,Fluent,56000,Female,low-mid level
37,Software Engineer,2-5 years,1-2 years experience,Fluent,104000,Male,mid-high level
32,Associate Engineer,1-2 years,2-5 years experience,Fluent,99000,Male,mid level
41,Architect,5-10 years,5 years+ experience,Fluent,350000,Male,high level
20,Trainee,No experience,no experience,Beginner,30000,Male,low level
22,Junior Engineer,2-5 years,2-5 years experience,Fluent,59000,Male,low-mid level
38,Tech Lead,10+ years,5 years+ experience,Fluent,229000,Female,mid-high level
28,Software Engineer,2-5 years,2-5 years experience,Intermediate,118000,Female,mid level
32,Architect,10+ years,5 years+ experience,Fluent,390000,Female,high level
20,Junior Developer,1-2 years,2-5 years experience,Fluent,62000,Male,low level
24,Associate Engineer,2-5 years,no experience,Intermediate,88000,Female,low-mid level
32,Senior Engineer,5-10 years,no experience,Fluent,153000,Male,mid-high level
32,Associate Engineer,1-2 years,no experience,Intermediate,93000,Male,mid level
43,Principal Engineer,10+ years,5 years+ experience,Fluent,221000,Male,high level
23,Intern,Below 1 year,no experience,Beginner,43000,Female,low level
21,Junior Developer,1-2 years,no experience,Intermediate,65000,Male,low-mid level
55,Tech Lead,5-10 years,5 years+ experience,Fluent,166000,Female,mid-high level
30,Software Engineer,10+ years,1-2 years experience,Fluent,104000,Male,mid level
44,Tech Lead,5-10 years,5 years+ experience,Fluent,197000,Male,high level
20,Intern,No experience,no experience,Beginner,30000,Male,low level
24,Junior Developer,1-2 years,1-2 years experience,Fluent,68000,Male,low-mid level
28,Tech Lead,10+ years,5 years+ experience,Fluent,169000,Male,mid-high level
30,Software Engineer,2-5 years,2-5 years experience,Fluent,103000,Male,mid level
30,Tech Lead,5-10 years,5 years+ experience,Fluent,209000,Male,high level
20,Intern,Below 1 year,no experience,Intermediate,45000,Male,low level
26,Junior Developer,1-2 years,2-5 years experience,Intermediate,75000,Female,low-mid level
46,Senior Engineer,10+ years,2-5 years experience,Fluent,162000,Male,mid-high level
32,Software Engineer,10+ years,no experience,Intermediate,111000,Male,mid level
47,Senior Engineer,10+ years,no experience,Intermediate,124000,Male,high level
20,Trainee,Below 1 year,no experience,Beginner,46000,Male,low level
20,Junior Developer,1-2 years,no experience,Intermediate,61000,Female,low-mid level
28,Tech Lead,10+ years,5 years+ experience,Fluent,204000,Male,mid-high level
34,Software Engineer,2-5 years,2-5 years experience,Fluent,91000,Male,mid level
51,Tech Lead,5-10 years,5 years+ experience,Fluent,227000,Male,high level
23,Junior Developer,1-2 years,no experience,Fluent,63000,Male,low level
